ID,Storm_Name,Year,Tier,Overall,Category,peak_wind_mph,min_pressure_mb,ace,duration_hours,fatalities,wind_pct,pres_pct,ace_pct,dur_pct,fat_pct,image_url
AL051878,Hurricane Five,1878,Gold,79,2,104,970,21.74,306,,78.5,78.9,88.3,94.2,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fc/Hurricane_Five_weather_map%2C_September_12%2C_1878_%285984423%29.jpg/1280px-Hurricane_Five_weather_map%2C_September_12%2C_1878_%285984423%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL061889,Hurricane Six,1889,Gold,79,2,109,,23.66,348,,81.2,74.6,89.9,96.6,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/76/Hurricane_Six_weather_map%2C_September_23%2C_1889.jpg/1280px-Hurricane_Six_weather_map%2C_September_23%2C_1889.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL031890,Hurricane Three,1890,Gold,79,3,121,,23.13,192,,88.3,87.1,89.4,76.6,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f8/Hurricane_Three_weather_map%2C_September_1%2C_1890.jpg/1280px-Hurricane_Three_weather_map%2C_September_1%2C_1890.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL031891,Hurricane Three,1891,Gold,79,3,127,961,20.89,174,,90.5,83.9,87.6,73.2,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a1/Martinique_hurricane_weather_map%2C_August_24%2C_1891.jpg/1280px-Martinique_hurricane_weather_map%2C_August_24%2C_1891.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL071894,Hurricane Seven,1894,Gold,79,2,109,955,24.26,246,,80.1,88.4,90.2,87.2,50,https://upload.wikimedia.org/wikipedia/commons/8/87/1894_Atlantic_hurricane_7_track.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL051895,Hurricane Five,1895,Gold,79,2,104,,34.12,348,,75.1,75,96.3,96.8,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/17/Hurricane_Five_weather_map%2C_October_22%2C_1895.jpg/1280px-Hurricane_Five_weather_map%2C_October_22%2C_1895.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL041896,Hurricane Four,1896,Gold,79,3,127,960,20.08,198,,90.3,84.5,86.5,78.7,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/ba/September_29%2C_1896_hurricane_weather_map.jpg/1280px-September_29%2C_1896_hurricane_weather_map.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL061906,Hurricane Six,1906,Gold,79,3,121,953,16.77,216,,88.5,88.9,82.8,81.7,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f3/Mississippi_hurricane_weather_map%2C_September_26%2C_1906.jpg/1280px-Mississippi_hurricane_weather_map%2C_September_26%2C_1906.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL061909,Hurricane Six,1909,Gold,79,3,121,,22.71,198,,88.8,86.2,89.1,78.6,50,https://upload.wikimedia.org/wikipedia/commons/3/34/Monterrey_hurricane_%28Hurricane_Six%29_weather_map%2C_August_27%2C_1909.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL031917,Hurricane Three,1917,Gold,79,3,121,,22.93,204,,87,86.6,89.2,79.1,50,https://upload.wikimedia.org/wikipedia/commons/7/70/Hurricane_Three_surface_analysis_4_Sept_1917.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL031924,Hurricane Three,1924,Gold,79,3,121,963,24.59,234,,87.4,82.9,90.4,85.2,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0e/Hurricane_Three_weather_analysis%2C_August_24%2C_1924.jpg/1280px-Hurricane_Three_weather_analysis%2C_August_24%2C_1924.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL041924,Hurricane Four,1924,Gold,79,2,109,965,28.29,282,,80.3,81.9,93.6,91.4,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/58/Hurricane_Four_weather_map%2C_August_31%2C_1924.jpg/1280px-Hurricane_Four_weather_map%2C_August_31%2C_1924.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL021933,Hurricane Two,1933,Gold,79,2,109,,29.14,300,,80,73.3,94.2,93.3,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bd/Trinidad_hurricane_Weather_Map_7-4-1933_%282309864%29.jpg/1280px-Trinidad_hurricane_Weather_Map_7-4-1933_%282309864%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL101936,Hurricane Ten,1936,Gold,79,2,109,,28.7,276,,81.2,76.4,93.9,90,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/30/Hurricane_Ten_weather_map%2C_September_1%2C_1936.jpg/1280px-Hurricane_Ten_weather_map%2C_September_1%2C_1936.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL031950,CHARLIE,1950,Gold,79,2,109,974,26.06,360,,81.8,70.3,91.6,97.5,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f3/Hurricane_Charlie_weather_analysis%2C_August_30%2C_1950.jpg/1280px-Hurricane_Charlie_weather_analysis%2C_August_30%2C_1950.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL071950,GEORGE,1950,Gold,79,2,109,960,17.7,246,,81.8,84.7,83.9,86.4,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2b/Hurricane_George_weather_map%2C_October_4%2C_1950.jpg/1280px-Hurricane_George_weather_map%2C_October_4%2C_1950.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL041952,BAKER,1952,Gold,79,2,109,969,20.35,234,,82,79.5,86.8,84.6,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/56/Hurricane_Baker_weather_map%2C_September_3%2C_1952.jpg/1280px-Hurricane_Baker_weather_map%2C_September_3%2C_1952.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL051962,ELLA,1962,Gold,79,2,109,958,17.18,234,,82.4,85.7,83.3,84.2,50,https://upload.wikimedia.org/wikipedia/commons/8/8d/Hurricane_Ella_surface_analysis_October_19_1962.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL121973,ELLEN,1973,Gold,79,3,115,962,19.44,300,,84.7,83.8,85.8,93.4,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/79/Ellen_1973_from_Skylab_3.jpg/1280px-Ellen_1973_from_Skylab_3.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL131985,KATE,1985,Gold,79,3,121,954,19.19,192,15,86.7,88.8,85.6,76.7,51.5,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cf/Kate_1985-11-20_1400Z.png/1280px-Kate_1985-11-20_1400Z.png?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL051992,BONNIE,1992,Gold,79,2,109,965,23.4,312,,81,81.4,89.7,94.7,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/41/Bonnie_1992-09-21_1830Z.png/1280px-Bonnie_1992-09-21_1830Z.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL091995,HUMBERTO,1995,Gold,79,2,109,968,22.51,234,,81.1,79.9,89,84.3,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ce/Humberto_1995-08-24_1515Z.jpg/1280px-Humberto_1995-08-24_1515Z.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL121996,LILI,1996,Gold,79,3,115,960,25.05,306,,83.3,84.3,90.9,93.5,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1f/Lili_1996-10-19_1615Z.png/1280px-Lili_1996-10-19_1615Z.png?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL062022,EARL,2022,Gold,79,2,109,948,17.77,282,,80.5,91.1,84.1,91.3,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cf/Earl_2022-09-10_0515Z_%28Colored%29.jpg/1280px-Earl_2022-09-10_0515Z_%28Colored%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL202023,TAMMY,2023,Gold,79,2,109,965,17.91,264,,80.6,81.5,84.6,89.3,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ef/Tammy_2023-10-25_1650Z.jpg/1280px-Tammy_2023-10-25_1650Z.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL011860,Hurricane One,1860,Gold,78,3,127,,15.54,198,,90.1,86.3,81.2,77.8,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9c/One_1860_path.png/1280px-One_1860_path.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL091888,Hurricane Nine,1888,Gold,78,2,98,,30.35,378,,71.6,74.5,94.8,98.2,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/10/Hurricane_Nine_weather_map%2C_November_24%2C_1888.jpg/1280px-Hurricane_Nine_weather_map%2C_November_24%2C_1888.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL041889,Hurricane Four,1889,Gold,78,2,104,,29.69,282,,74.8,74.7,94.5,90.9,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d1/Hurricane_Four_%28Hurricane_San_Mart%C3%ADn_of_1889%29_weather_map%2C_September_11%2C_1889.jpg/1280px-Hurricane_Four_%28Hurricane_San_Mart%C3%ADn_of_1889%29_weather_map%2C_September_11%2C_1889.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL061896,Hurricane Six,1896,Gold,78,2,98,,33.07,348,,70.7,74.9,95.9,96.7,50,https://upload.wikimedia.org/wikipedia/commons/5/5d/1896_Atlantic_hurricane_6_track.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL071901,Hurricane Seven,1901,Gold,78,2,104,,28.64,318,,74.2,76.9,93.8,94.7,50,https://upload.wikimedia.org/wikipedia/commons/7/7a/Hurricane_Seven_Analysis_1901-09-07.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL091909,Hurricane Nine,1909,Gold,78,3,121,952,17.83,162,,87.3,89.7,84.3,71,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/56/Grand_Isle_hurricane_%28Hurricane_Nine%29_weather_map_%28enlarged%29%2C_September_20%2C_1909.jpg/1280px-Grand_Isle_hurricane_%28Hurricane_Nine%29_weather_map_%28enlarged%29%2C_September_20%2C_1909.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL031910,Hurricane Three,1910,Gold,78,2,109,,26.65,246,,80.6,72.5,92.1,87.3,50,https://upload.wikimedia.org/wikipedia/commons/f/f0/1910_San_Zacarias_hurricane_surface_analysis_1910-09-13.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL071912,Hurricane Seven,1912,Gold,78,3,115,965,20.61,240,,84.1,81.6,87.3,85.7,50,https://upload.wikimedia.org/wikipedia/commons/0/07/1912_Atlantic_hurricane_7_November_18.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL111916,Hurricane Eleven,1916,Gold,78,3,121,,19.96,180,,87,86.6,86.3,73.9,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/42/Hurricane_Eleven_weather_map%2C_September_22%2C_1916.jpg/1280px-Hurricane_Eleven_weather_map%2C_September_22%2C_1916.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL041927,Hurricane Four,1927,Gold,78,2,109,967,18.49,210,,81.5,80.8,85.1,81.2,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/07/Hurricane_Four_weather_map%2C_September_26%2C_1927.jpg/1280px-Hurricane_Four_weather_map%2C_September_26%2C_1927.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL011934,Hurricane One,1934,Gold,78,2,98,966,21.6,408,,71.7,80.9,88.2,98.6,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/23/Central_America_hurricane_weather_map%2C_June_16%2C_1934_%286200824%29.jpg/1280px-Central_America_hurricane_weather_map%2C_June_16%2C_1934_%286200824%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL091948,Hurricane Nine,1948,Gold,78,3,127,971,20.94,300,,89.5,72.3,87.7,92.8,50,https://upload.wikimedia.org/wikipedia/commons/6/67/1948_Miami_hurricane_analysis_6_October.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL011949,Hurricane One,1949,Gold,78,2,109,963,17.73,216,,81.7,82.6,84,81.7,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9e/Hurricane_One_weather_map%2C_August_24%2C_1949.jpg/1280px-Hurricane_One_weather_map%2C_August_24%2C_1949.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL021950,BAKER,1950,Gold,78,2,104,979,16.08,294,38,78.9,67,81.7,92.6,63.6,https://upload.wikimedia.org/wikipedia/commons/5/59/Baker_1950-08-31_0000Z.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
AL071951,FOX,1951,Gold,78,3,115,,20.62,198,,85.8,86.4,87.4,78.4,50,https://upload.wikimedia.org/wikipedia/commons/d/d1/Hurricane_Fox_surface_analysis_September_8_1951.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL091955,HILDA,1955,Gold,78,3,121,952,18.35,186,,86,89.5,84.9,75.2,50,https://upload.wikimedia.org/wikipedia/commons/0/0f/September_19%2C_1955_Hurricane_Hilda_map.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
AL041962,DAISY,1962,Gold,78,2,104,950,14.25,204,,77.3,90.2,79.3,79.2,50,https://upload.wikimedia.org/wikipedia/commons/7/76/Daisy.1.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
AL071964,ETHEL,1964,Gold,78,2,104,969,20.44,294,,77.2,79.7,87,92.2,50,https://upload.wikimedia.org/wikipedia/commons/0/03/Hurricane_Ethel_11_Sep_1964.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL081975,DORIS,1975,Gold,78,3,115,945,16.32,198,,83.8,91.8,82.3,78.4,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/59/1975_Pacific_typhoon_season_summary.png/1280px-1975_Pacific_typhoon_season_summary.png?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL101976,EMMY,1976,Gold,78,2,104,974,30.29,312,,79,70.6,94.7,94.4,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/44/Emmy_1976-08-30_1202Z.png/1280px-Emmy_1976-08-30_1202Z.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL161984,JOSEPHINE,1984,Gold,78,2,104,965,20.53,276,,77.8,81.5,87.2,90.4,50,https://upload.wikimedia.org/wikipedia/commons/0/00/Josephine_1984-10-12_1800Z.png?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
AL051993,EMILY,1993,Gold,78,3,115,960,22.1,240,,83.2,84.4,88.6,85.9,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9c/Emily_1993-08-31_1330Z.png/1280px-Emily_1993-08-31_1330Z.png?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL101998,JEANNE,1998,Gold,78,2,104,969,20.21,288,,78.6,79.6,86.7,91.9,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8b/Jeanne_1998-09-24_1845Z.png/1280px-Jeanne_1998-09-24_1845Z.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL142005,MARIA,2005,Gold,78,3,115,962,19.17,276,,85.7,83.4,85.6,90.7,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b3/Maria_2005-09-06_0135Z.jpg/1280px-Maria_2005-09-06_0135Z.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL062014,EDOUARD,2014,Gold,78,3,121,955,15.92,192,,86.6,88.1,81.5,77.2,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8d/Edouard_2014-09-16_1145Z.png/1280px-Edouard_2014-09-16_1145Z.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL142017,LEE,2017,Gold,78,3,115,962,18.13,330,,84,83.7,84.7,95.4,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e6/Lee_2017-09-27_1450Z.jpg/1280px-Lee_2017-09-27_1450Z.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL172017,OPHELIA,2017,Gold,78,3,115,957,17.62,228,,84.2,87.4,83.8,83.7,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e2/Ophelia_2017-10-14_1454Z.jpg/1280px-Ophelia_2017-10-14_1454Z.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL082018,HELENE,2018,Gold,78,2,109,967,17.05,234,,80.2,80.5,83.2,84.4,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ab/Helene_2018-09-11_1245Z.jpg/1280px-Helene_2018-09-11_1245Z.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL162018,OSCAR,2018,Gold,78,2,109,952,14.92,210,,80.4,89.6,80.5,80.4,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c8/Oscar_2018-10-29_1420Z.jpg/1280px-Oscar_2018-10-29_1420Z.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL092019,HUMBERTO,2019,Gold,78,3,127,950,16.25,156,,89,90.3,82.1,69,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/30/Humberto_2019-09-18_1535Z.jpg/1280px-Humberto_2019-09-18_1535Z.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL172020,PAULETTE,2020,Gold,78,2,104,965,21.61,420,,74.5,81.6,88.2,98.8,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1a/Paulette_2020-09-14_1750Z.jpg/1280px-Paulette_2020-09-14_1750Z.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL022022,BONNIE,2022,Gold,78,3,115,964,18.48,300,,83.7,82.4,85,93.3,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/df/Bonnie_2022-07-05_1510Z.jpg/1280px-Bonnie_2022-07-05_1510Z.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL051856,Hurricane Five,1856,Gold,77,3,115,969,22.73,234,,83,79.4,89.1,85.2,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b4/Five_1856_path.png/1280px-Five_1856_path.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL031862,Hurricane Three,1862,Gold,77,2,104,,23.44,198,,75.3,77.6,89.8,77.8,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/54/Three_1862_path.png/1280px-Three_1862_path.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL041865,Hurricane Four,1865,Gold,77,2,104,,26.98,210,,75.9,75.6,92.5,81.3,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/11/Four_1865_path.png/1280px-Four_1865_path.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL041870,Hurricane Four,1870,Gold,77,3,127,948,16.6,114,,90,91,82.7,56.1,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c4/Four_1870_path.png/1280px-Four_1870_path.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL101878,Hurricane Ten,1878,Gold,77,3,115,951,17.86,162,,85.3,89.7,84.4,70.3,50,https://upload.wikimedia.org/wikipedia/commons/b/b4/1878_Atlantic_hurricane_10_track.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL051881,Hurricane Five,1881,Gold,77,2,104,970,16.79,204,,78.8,78.9,82.9,79,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7b/Georgia_hurricane_of_1881_%28Hurricane_Five%29_weather_map%2C_August_27%2C_1881.jpg/1280px-Georgia_hurricane_of_1881_%28Hurricane_Five%29_weather_map%2C_August_27%2C_1881.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL041884,Hurricane Four,1884,Gold,77,2,104,,20.29,258,,79.3,74.3,86.8,88,50,https://upload.wikimedia.org/wikipedia/commons/9/9a/1884_Atlantic_hurricane_4_track.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL021885,Hurricane Two,1885,Gold,77,2,104,958,15.44,186,,79.2,85.4,81,75.5,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f5/Hurricane_Two_weather_map%2C_August_25%2C_1885.jpg/1280px-Hurricane_Two_weather_map%2C_August_25%2C_1885.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL061887,Hurricane Six,1887,Gold,77,3,121,972,21.38,222,,87.8,71.9,88,82.9,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1c/Hurricane_Six_weather_map%2C_August_20%2C_1887.jpg/1280px-Hurricane_Six_weather_map%2C_August_20%2C_1887.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL031892,Hurricane Three,1892,Gold,77,2,98,,29.15,342,,71.2,73.8,94.3,96.4,50,https://upload.wikimedia.org/wikipedia/commons/8/86/1892_Atlantic_hurricane_3_track.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL021895,Hurricane Two,1895,Gold,77,2,109,,20.96,204,,80.1,75.1,87.7,79.7,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ed/Hurricane_Two_weather_map%2C_August_29%2C_1895.jpg/1280px-Hurricane_Two_weather_map%2C_August_29%2C_1895.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL041899,Hurricane Four,1899,Gold,77,2,104,,18.58,252,,75.1,77.1,85.1,87.4,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f9/Hurricane_Four_weather_map%2C_September_4%2C_1899.jpg/1280px-Hurricane_Four_weather_map%2C_September_4%2C_1899.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL091899,Hurricane Nine,1899,Gold,77,2,109,,13.54,234,,80.4,77.1,78.4,85.1,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/49/Hurricane_Nine_weather_map%2C_October_31%2C_1899.jpg/1280px-Hurricane_Nine_weather_map%2C_October_31%2C_1899.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL031900,Hurricane Three,1900,Gold,77,2,98,,27.3,336,,70.8,77.2,92.9,96.1,50,https://upload.wikimedia.org/wikipedia/commons/7/7d/Hurricane_Three_Analysis_1900-09-13.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL111909,Hurricane Eleven,1909,Gold,77,3,121,957,17.21,156,,87.2,87.7,83.4,68.1,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f3/Florida_Keys_hurricane_%28Hurricane_Eleven%29_weather_map%2C_October_11%2C_1909.jpg/1280px-Florida_Keys_hurricane_%28Hurricane_Eleven%29_weather_map%2C_October_11%2C_1909.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL131916,Hurricane Thirteen,1916,Gold,77,3,121,963,20.18,180,,86.9,82.8,86.7,73.8,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8a/Virgin_Islands_hurricane_%28Hurricane_Thirteen%29_weather_map%2C_October_11%2C_1916.jpg/1280px-Virgin_Islands_hurricane_%28Hurricane_Thirteen%29_weather_map%2C_October_11%2C_1916.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL011920,Hurricane One,1920,Gold,77,2,109,,17.54,216,,80.2,77.5,83.7,82,50,https://upload.wikimedia.org/wikipedia/commons/8/87/Hurricane_One_weather_map%2C_September_16%2C_1920.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL081926,Hurricane Eight,1926,Gold,77,2,104,,20.58,240,,77.9,76.1,87.3,85.6,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/74/Hurricane_Eight_weather_map%2C_September_26%2C_1926.jpg/1280px-Hurricane_Eight_weather_map%2C_September_26%2C_1926.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL171933,Hurricane Seventeen,1933,Gold,77,3,127,971,20.54,192,,89.5,72.4,87.2,76.4,50,https://upload.wikimedia.org/wikipedia/commons/9/92/1933_Hurricane_Seventeen_analysis_5_Oct.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL131934,Hurricane Thirteen,1934,Gold,77,3,115,,15.21,198,,84.3,86.1,80.8,78.2,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/27/Hurricane_Thirteen_weather_map%2C_November_23%2C_1934.jpg/1280px-Hurricane_Thirteen_weather_map%2C_November_23%2C_1934.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL051941,Hurricane Five,1941,Gold,77,3,121,962,14.82,240,,86.4,83.4,80.4,86.2,50,https://upload.wikimedia.org/wikipedia/commons/0/05/1941_Florida_hurricane_Daily_Weather_Map.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL031942,Hurricane Three,1942,Gold,77,3,115,950,14.83,174,,84.9,90.1,80.4,73.2,50,https://upload.wikimedia.org/wikipedia/commons/2/2a/1942_Palacios_hurricane_analysis_28_Aug_1942.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL041942,Hurricane Four,1942,Gold,77,2,109,,15.08,204,,81.5,77,80.6,79.8,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/53/Hurricane_Four_weather_map%2C_August_26%2C_1942.jpg/1280px-Hurricane_Four_weather_map%2C_August_26%2C_1942.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL041949,Hurricane Four,1949,Gold,77,3,127,974,23.68,198,,89.4,70.7,89.9,77.5,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/35/Hurricane_Four_weather_map%2C_September_7%2C_1949.jpg/1280px-Hurricane_Four_weather_map%2C_September_7%2C_1949.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
